FOS_Mean,FOS_Variance,FOS_Median,FOS_Mode,FOS_Skewness,FOS_Kurtosis,FOS_Energy,FOS_Entropy,FOS_MinimalGrayLevel,FOS_MaximalGrayLevel,FOS_CoefficientOfVariation,FOS_10Percentile,FOS_25Percentile,FOS_75Percentile,FOS_90Percentile,FOS_HistogramWidth,GLCM_ASM_Mean,GLCM_Contrast_Mean,GLCM_Correlation_Mean,GLCM_SumOfSquaresVariance_Mean,GLCM_InverseDifferenceMoment_Mean,GLCM_SumAverage_Mean,GLCM_SumVariance_Mean,GLCM_SumEntropy_Mean,GLCM_Entropy_Mean,GLCM_DifferenceVariance_Mean,GLCM_DifferenceEntropy_Mean,GLCM_Information1_Mean,GLCM_Information2_Mean,GLCM_MaximalCorrelationCoefficient_Mean,GLCM_ASM_Range,GLCM_Contrast_Range,GLCM_Correlation_Range,GLCM_SumOfSquaresVariance_Range,GLCM_InverseDifferenceMoment_Range,GLCM_SumAverage_Range,GLCM_SumVariance_Range,GLCM_SumEntropy_Range,GLCM_Entropy_Range,GLCM_DifferenceVariance_Range,GLCM_DifferenceEntropy_Range,GLCM_Information1_Range,GLCM_Information2_Range,GLCM_MaximalCorrelationCoefficient_Range,GLDS_Homogeneity,GLDS_Contrast,GLDS_ASM,GLDS_Entopy,GLDS_Mean,NGTDM_Coarseness,NGTDM_Contrast,NGTDM_Busyness,NGTDM_Complexity,NGTDM_Strngth,SFM_Coarseness,SFM_Contrast,SFM_Periodicity,SFM_Roughness,LTE_LL_7,LTE_EE_7,LTE_SS_7,LTE_LE_7,LTE_ES_7,LTE_LS_7,FDTA_HurstCoeff_1,FDTA_HurstCoeff_2,FDTA_HurstCoeff_3,FDTA_HurstCoeff_4,GLRLM_ShortRunEmphasis,GLRLM_LongRunEmphasis,GLRLM_GrayLevelNo-Uniformity,GLRLM_RunLengthNonUniformity,GLRLM_RunPercentage,GLRLM_LowGrayLevelRunEmphasis,GLRLM_HighGrayLevelRunEmphasis,GLRLM_Short owGrayLevelEmphasis,GLRLM_ShortRunHighGrayLevelEmphasis,GLRLM_LongRunLowGrayLevelEmphasis,GLRLM_LongRunHighGrayLevelEmphasis,FPS_RadialSum,FPS_AngularSum,HOS_135_degrees,HOS_140_degrees,LBP_R_1_P_8_energy,LBP_R_1_P_8_entropy,LBP_R_2_P_16_energy,LBP_R_2_P_16_entropy,LBP_R_3_P_24_energy,LBP_R_3_P_24_entropy,GLSZM_SmallZoneEmphasis,GLSZM_LargeZoneEmphasis,GLSZM_GrayLevelNonuniformity,GLSZM_ZoneSizeNonuniformity,GLSZM_ZonePercentage,GLSZM_LowGrayLeveLZoneEmphasis,GLSZM_HighGrayLevelZoneEmphasis,GLSZM_SmallZoneLowGrayLevelEmphasis,GLSZM_SmallZoneHighGrayLevelEmphasis,GLSZM_LargeZoneLowGrayLevelEmphassis,GLSZM_LargeZoneHighGrayLevelEmphasis,GLSZM_GrayLevelVariance,GLSZM_ZoneSizeVariance,GLSZM_ZoneSizeEntropy,Class
80.00270756740196,4581.637265246245,43.0,36.0,1.2548074596672025,3.0688587515692056,0.01740656974818881,4.627739860448963,3.0,249.0,0.08196520747472684,30.0,35.0,121.0,217.0,187.0,0.0006902511562331204,427.4792302328681,0.9529997150761297,4549.000468759364,0.11974606922639604,159.10843106612631,17768.522644804558,7.486083609002961,12.104260031855308,0.00016854663753075857,5.03719850400314,-0.18089981151331702,0.952435589578548,7.465765135502781,0.00013515533249700983,283.40780855965886,0.03125905542469698,10.278742133413289,0.04033887514907951,0.19695656838678133,324.52277709331975,0.08917208241013164,0.2872731978506291,5.869123138275547e-05,0.4543820108596801,0.04358778652002698,0.02748901635214318,0.15291877556770217,32070.53042930161,111702485.0,3169612779.5,-2355670.4386233618,3253720.0,11.518821730344053,1.002237568214424,4.278802827407587e-06,222432.40605865864,802494.0069597238,4.207071584887201,29.23967271475069,0.561964592362452,2.3767603065851843,256674.23749720812,2846.8145469200135,377.52801221329656,22681.326084398715,933.4794308525875,5524.395306419537,0.3538613650955386,0.4797114335664552,0.45590527798382824,0.24530308546498836,0.9685205913438999,1.1404241444826033,4217.054256156493,231033.47611045445,1.922430300245098,0.0005853472237649722,10797.212080092042,0.0005643173221404993,10489.302647139422,1.0,12182.295518063607,50118.53573574761,18687.316745534903,8.883496648057296,8.180153150981555,6.741155578476087,-1.8263732502151495,14.872067765585854,-2.6471508517019715,22.82468088854803,-3.088324623144874,0.23664435803727382,-230285.75347772267,0.01621602619467047,0.834645723900107,835.3303140934586,0.0005198497842449487,11169.183211459904,0.00012048553009670683,2652.8251875558994,-41.06346824149445,166348.14393737778,6.601564525941899e-07,4.642475099473196e-06,-7.227249691147311,Sekar Kemuning
78.08745021446077,4665.0596030656125,39.0,34.0,1.2560310286350238,3.0633473820480486,0.02064852458245478,4.518193215655588,11.0,248.0,0.07997441306185596,29.0,33.0,121.0,217.0,188.0,0.0011613062914691214,355.63283344896587,0.9616193087095879,4634.2445416089,0.1683539159816957,155.3232613712399,18181.345332986635,7.407102152607203,11.595244183973744,0.0002400566720147995,4.699875253517144,-0.21501397449843385,0.9672157433757733,6.660794746688428,0.0003062382711817291,254.55696417740876,0.027550319772396636,10.78969591382429,0.054870791575951955,0.19963182777328825,297.715747832699,0.04644561857532015,0.35963914994786705,8.356847667965762e-05,0.4893208947878618,0.0558903126187586,0.0235111767738847,0.3590362693551512,44777.6158392385,92926792.5,4383934260.0,-2417077.8871819964,2711943.5,14.620332706299042,0.7403862692958117,3.5278642628120046e-06,151124.8579421305,1081597.2309312627,4.48486329954371,26.66956443022516,0.615944496499308,2.2601718422662103,261022.49519261662,2774.0310095754994,338.5813367121251,22576.855742268897,881.1499424434496,5384.3050559554795,0.44701383851985577,0.4989354980879116,0.4620889603520896,0.23513973772417263,0.9536722896578855,1.2237272168753544,4816.048619497635,217467.93560779456,1.880227481617647,0.0006447057242308541,10634.002672332048,0.0006082550321396595,10213.705394996769,1.0,12727.446473001277,49530.66028713173,18730.359591131346,8.295613100233952,8.228810403652984,6.297729497584236,-1.7559043271828536,14.349388050538193,-2.6025448714718644,22.31319322083998,-3.0582885878526778,0.23057525584274946,-300514.39401720493,0.018437651060269098,0.7728056931564669,745.0482216104691,0.0005639212056536123,11094.176992140145,0.0001259351361617835,2588.499580607473,-89.38997720088004,-11375.912960038671,6.310458663872129e-07,5.206056876565903e-06,-7.297419015191787,Sekar Kemuning
77.81385952818627,4670.24971008989,39.0,34.0,1.2582422673667326,3.0695656510045324,0.02066881765727126,4.517290096917376,10.0,246.0,0.0802556001753941,28.0,32.0,121.0,217.0,189.0,0.0011647364116461462,357.01723588812786,0.9615141726011341,4639.559226117747,0.16892554786854935,154.77350400263433,18201.21966858285,7.4070782726178255,11.592219356509347,0.00024318088241268913,4.697507426809182,-0.21505198233078573,0.9671811996393365,6.637396193129838,0.0003133167666623882,254.81219566312313,0.02754657226350321,10.844179724716923,0.0564799305866327,0.19949693760261766,298.1889145620007,0.04447742500492158,0.3637005515116911,8.667893921016325e-05,0.4920862663019392,0.05652991939824084,0.023849289259722184,0.38681102440653525,44927.01459087971,93288523.75,4406099034.0,-2417507.403821459,2712621.25,14.58605623228382,0.7404941538872689,3.549936762075709e-06,150535.28172183788,1076298.415042327,4.482394627030261,26.721423460890982,0.6158649892598803,2.2598188520885465,261301.1387438965,2775.6460001618443,339.3474600669713,22593.380644388657,882.5375052343054,5393.955645395352,0.44769498529183477,0.4983989901769952,0.46582589347384845,0.24011127638080093,0.9536884812064539,1.223336059966892,4825.845455434038,217483.41183966395,1.8803270526960785,0.0006556625570155621,10597.490884730096,0.0006186345880049551,10177.695137919245,1.0,12664.71144435176,49432.26253764167,18730.394211185107,8.252157768417273,8.101031528545771,6.292847211249803,-1.7551199564123972,14.341772630486302,-2.601810930322902,22.30848266427174,-3.057810137991896,0.23055276080246703,-281189.21708664065,0.018523077271481742,0.7724380545692408,745.6073265315691,0.0005730097217452443,11048.309661263274,0.00012804634129295344,2575.5899951632646,-68.57942570525842,22709.976675237594,6.244394397206229e-07,5.202152923303902e-06,-7.293935333091935,Sekar Kemuning
70.05711933210785,3795.685344031608,35.0,29.0,1.238479672580325,3.09453935335597,0.021120672904267234,4.544127669023262,1.0,240.0,0.08444651791995993,25.0,28.0,112.0,185.0,160.0,0.001217802043659761,400.5926670957415,0.9469418325694472,3775.5674764376545,0.15706997248559648,139.5262055964207,14701.677238654876,7.438936611711835,11.799008600799507,0.00021505195435397645,4.896035193932084,-0.19441989705910867,0.9575936132033547,7.235424478216787,0.0003244640558076812,259.2803717104587,0.03440018116398158,5.027385456273805,0.052121710080873795,0.03021509903450692,279.3899135355132,0.05988753378768408,0.3713421058473898,8.17371990276779e-05,0.488071353874413,0.05710794637001332,0.029912474694200886,0.4124815825630854,41827.83605413512,104675718.25,3848369701.5,-2381485.4035432,3023843.25,13.260207773418989,0.7050511422309753,5.15393915136313e-06,165476.70571839457,862402.723067533,4.06952872345821,28.30521743762945,0.6146204579741995,2.2743765384649843,232134.6272383913,2870.189012551518,387.229733182677,22778.299357867396,949.3810525173612,5708.568112725385,0.43201971565580344,0.47915944920022435,0.3496670497178342,0.2334121297661932,0.9570071531399464,1.2086939432771953,4865.13858871276,220350.81221946614,1.8885033700980391,40563306835.96693,8763.495277402597,40563306835.96687,8558.398719957135,1.0,9665.495171436205,43196.81112720672,20042.877447475243,8.82788494883877,8.158363185769705,6.344729990167158,-1.7635821444220723,14.24615618909848,-2.5939400071798295,22.19716356255869,-3.051958720386304,0.23202017200679295,-297175.8466965266,0.018041678055764846,0.7880093694878831,761.1251453498253,0.0007201712783259146,9464.53442445916,0.00016090957869201533,2266.6547579406315,-120.79416414392482,26512.04318769255,4.685182422528021e-07,5.095912097841424e-06,-7.326670377669258,Sekar Liring
66.23379289215687,3956.128005132129,30.0,25.0,1.2566938165119574,3.1480524252852917,0.022584141925956983,4.507179537554267,2.0,239.0,0.08269533324129247,21.0,24.0,109.0,183.0,162.0,0.0016448509362476265,359.0363144138341,0.9542956124115307,3928.9507051182313,0.1959052965634218,131.78302080186847,15356.76650605908,7.438956486183026,11.4916774254738,0.00027326957882541753,4.673559623732553,-0.22654898882217017,0.9712121514208156,6.705658811656385,0.0005253348441469886,243.64278476112526,0.03107825534590969,10.191923593152751,0.06578700078084457,0.1938621800931628,265.32938551695406,0.02199603210182577,0.4128964929813215,9.709944534242067e-05,0.49315722584541266,0.06418911993625084,0.02233747477143544,0.4305610855497157,51979.65765075183,93815718.5,4797068343.0,-2422005.3222684576,2718096.5,16.34966567368964,0.5799464742704515,4.546842660097911e-06,129869.65021747617,1119801.9217995265,4.173872328207433,26.796877221565715,0.6480648322727967,2.2001267312191497,236588.7751986902,2828.293580641101,356.4449412203745,23004.831561415358,908.1046298997026,5682.873968049114,0.4939149599813445,0.49135963136356164,0.35551671979403104,0.23586397631950545,0.9448114561821758,1.314211788304522,5038.696304263699,209166.67373068212,1.8493432138480392,0.001195170555297212,8509.521819885127,0.0010992092919459996,8265.659261012173,1.0,9698.004165723427,41777.09969554416,20705.50236275948,8.512270671458703,7.818470820928398,6.057233194263114,-1.719125794710387,13.786143082215274,-2.5549732386692643,21.745831966253657,-3.0254834703439455,0.2279556304575476,-252013.86782374018,0.018715153420110663,0.7497253606204567,688.7143676644902,0.0009485372682022748,9314.814540970643,0.00020531826683210653,2208.8224160411587,-61.945748515380174,-132250.53675026758,4.146398748337515e-07,5.632550639557648e-06,-7.432871902275553,Sekar Liring
65.18250995710784,3965.17742401113,29.0,24.0,1.260511693923583,3.158786767788907,0.02255235369138561,4.50586466813895,4.0,236.0,0.08261671437135687,19.0,23.0,108.0,182.0,163.0,0.001697854788545497,358.78514804469273,0.9544164868656193,3936.718151487231,0.19980063524771535,129.66661542026975,15388.087457904225,7.435206640954828,11.47563925125286,0.00027518775039928577,4.674417341759887,-0.22858335062264798,0.9719460824673782,6.720231733267892,0.0005228088251254242,244.292936392517,0.031103268275528007,11.769805848395663,0.06393770487636222,0.22134829255395516,266.3540381052735,0.01996272534530963,0.4144284788351573,0.00010191229164169602,0.5051000067056188,0.064286013824769,0.021791581396570003,0.48292799204088954,52997.65297724301,93750112.25,4778046350.0,-2421909.1310670115,2712928.75,16.425462727360305,0.5789308370431839,4.670290980259069e-06,127917.52519308371,1110303.0502781048,4.17928542342679,26.787502610161045,0.6495423685442865,2.1992372786734755,236469.33094515261,2833.844262572681,357.30823610515824,23013.485499944505,909.0746440146802,5678.450580252624,0.4943234084626253,0.49364092474136567,0.35239674174396507,0.23257498995896608,0.9439359303855577,1.4166418304689532,5022.436691326177,207477.1708022542,1.838122319240196,0.0012982352037396476,8420.524853051678,0.0011900792965500045,8171.794031257048,1.0,9614.316347867669,41340.28851159512,20771.458041373764,8.602503982532422,8.02303798326248,6.061605355061245,-1.7202276383692883,13.769993418141652,-2.553926738000533,21.7183797781141,-3.0241227363128735,0.22814316844173504,-272976.9080533841,0.018772651550181062,0.7511241417518557,683.834135336099,0.0010253702103513432,9203.6859899321,0.00022268081661789606,2181.377518253797,-50.70359750323723,22683.699476058377,4.029984872226666e-07,5.672810040374163e-06,-7.42585736795455,Sekar Liring
88.23359757965687,6703.478308885141,40.0,32.0,0.979784296943761,2.1481014855831346,0.017193662004716483,4.563899083040547,1.0,251.0,0.07167967184639593,26.0,31.0,167.0,232.0,206.0,0.0007042750873514612,543.9286721661128,0.9591416745155051,6658.137596935159,0.1375863228787165,175.3021157793286,26088.621715574503,7.441703090956981,11.894397934590001,0.00018394422671919657,5.009383436537231,-0.18710488806397804,0.954452995388633,6.4933298002509945,0.0001450345590311773,327.39994346191656,0.024652857548426277,15.417240928049978,0.04203077843148946,0.36883762700048806,376.7685004960549,0.0611274786365783,0.2756736039740808,6.19853983307902e-05,0.44402839096153546,0.04259544478009658,0.02520269145633336,0.3298782656412351,36734.53246422023,142129333.5,3458837874.5,-2360840.6774109458,3362653.0,11.608387646529582,1.4385288187390781,3.0739303815955005e-06,240139.16235859145,947681.7125494094,3.7511501362952213,32.98268249145641,0.5947710641428107,2.296617319352904,312304.6281350926,3281.669388983785,424.9285717747961,26701.920401673797,1086.9504274148753,6590.262203241185,0.4101425268765001,0.49958095813034464,0.4790352949537045,0.2671159389979509,0.9629834923665339,1.176991216270526,4165.467766910047,225744.0605255577,1.9051700367647058,40206567243.3495,14008.22892585977,40206567243.34947,13368.500526246906,1.0,17449.16960926483,57519.79407109734,21605.001558239772,8.4017921199477,7.879756647325965,6.578437602310168,-1.8006855127553352,14.578131984421058,-2.621605647226423,22.42117331743852,-3.064010892757209,0.23456004080109275,-254321.0476536356,0.01635598641949309,0.8135282818239142,797.532771855768,0.0006459788829495543,14064.560736551746,0.00014942968824509925,3262.5654435920123,-71.62835050437998,28469.09019256877,1.0192232366940547e-06,4.86284601363301e-06,-7.1952112379054,Sekar Duren
84.19607077205882,7119.300732927651,33.0,26.0,0.9654288937287004,2.1129289915817804,0.019366976904071548,4.496672428131685,3.0,249.0,0.06822839348513174,21.0,25.0,168.0,231.0,210.0,0.0010703336798419437,485.54415187008647,0.9656828996594298,7075.956189006577,0.18159843264968595,167.3196190654907,27818.28060415623,7.4096566988801245,11.48561865853175,0.0002490174720875711,4.721301862161155,-0.22323348195269366,0.9700719314014049,6.114973296663072,0.00027865685261864047,299.07600722282626,0.02116393341861511,16.130093089949696,0.06070133281290721,0.3795538783983545,361.3245321021932,0.024718148262268258,0.33734131747352514,8.498231534375447e-05,0.47271015885478107,0.052776521728509274,0.020035540568911214,0.20697207827237207,48240.44884646387,126871777.25,4555542772.0,-2413284.795880691,2953177.25,14.749030479839865,1.1870780304041015,2.56945886317662e-06,178912.30047978443,1254440.1306467112,3.905009667674334,31.16228977049299,0.6343865443943009,2.2137040859321466,324807.8839344274,3199.6868268283174,386.8818293476939,26845.478606308498,1030.5154763533965,6544.916286902485,0.4794030482938306,0.5138335204042834,0.4897508551921495,0.26898443335408584,0.9495801753318529,1.2914288502533382,4550.274211594044,213141.79431354447,1.8614047181372548,0.0011336042623093802,13709.769543365126,0.0010694345452434127,12946.099828378105,1.0,19537.298321816987,56741.64232819517,21981.566148937327,8.43889923925459,8.033336756262681,6.235959641478174,-1.7473265448008524,14.104407569866202,-2.581406283461822,21.943190328631033,-3.036167758283855,0.22897010731963766,-290189.3652895228,0.01817738872091337,0.7591672705089891,702.1208119025317,0.0009486826609186514,13553.701172838084,0.0002128200465873037,3080.2676795997577,-118.81595245718637,170313.36769049984,8.769258125780409e-07,5.524804785430846e-06,-7.2854746193975215,Sekar Duren
90.24551164215687,6905.695653983286,42.0,34.0,0.9955565398239653,2.1628629882938903,0.01742779272329527,4.517998785633159,0.0,253.0,0.07181233260780226,28.0,34.0,170.0,236.0,208.0,0.0006892340862652554,592.2056567599501,0.9567961956777316,6855.859982638333,0.13102716964848962,179.25662146517203,26831.234273793383,7.336642338672732,11.837925291353594,0.00016901202218955945,5.08509246325509,-0.17758964627720067,0.9473328315248404,6.580817752083359,0.00015645958393865802,371.10063492581355,0.02716720349241153,16.541784964273575,0.04781747575189446,0.38007228086590317,437.2188102534674,0.10433997918414661,0.282890191128633,6.811271318234006e-05,0.490971505735633,0.04399815575371424,0.029097346070841135,0.48811456765402195,35019.43425573011,154751146.5,3222017725.0,-2347095.360149336,3533448.0,10.299527279028737,1.627991315127224,3.165382684888483e-06,275152.44324845274,885495.1179988896,3.682956137580171,34.41601179349815,0.5920569197184132,2.3273383388662614,316045.6847874476,3384.229402717256,449.5453844607641,27205.38929172686,1139.7392881990274,6868.319223581288,0.38457663936588304,0.4944010785465018,0.47637764719812675,0.27499784676544536,0.9647185318184168,1.174024861935448,4252.442762707699,227204.53952936348,1.9085094975490196,40136072714.376526,14310.509714314754,40136072714.37651,13535.288451407143,1.0,18807.048851526757,59791.29095476288,18614.49613750329,8.56768259446764,8.214679042884551,6.72293068640646,-1.824086514903709,14.769681080553898,-2.637853803967767,22.64000979263803,-3.0767633053708394,0.2356265870780408,-215786.7317760704,0.016840807484269922,0.8252838785670862,807.3522958064228,0.0006079123813368115,14024.32247460424,0.0001425508585796294,3219.0192216329633,-65.99213454365143,72874.53079719488,1.1059934265055505e-06,4.8036562788506086e-06,-7.0857394961542655,Sekar Duren
91.3159428615196,6890.930338099925,43.0,35.0,0.9845350706810347,2.137868522029682,0.017658482969196795,4.505758194389449,2.0,252.0,0.07181044534847918,29.0,34.0,173.0,237.0,208.0,0.0007278055496931263,579.3731635687603,0.9576738624129082,6845.9436530981275,0.13731510006795702,181.4743631989426,26804.401448823734,7.3231140666003505,11.786721488681568,0.00017526007976276987,5.052523236528344,-0.18056811020957492,0.9489672833338451,6.562566770835105,0.00017061099921204825,365.11943873123096,0.026759449513798717,16.19386259339808,0.04974809938809968,0.37599186236934656,429.71566666897706,0.1008571386724686,0.2854668874823254,6.807376765223004e-05,0.4853732524028276,0.04448487138707233,0.028501434548272808,0.4949070247642622,36663.72986243677,151391083.25,3320869319.0,-2353048.2589672497,3463535.25,10.505403468167126,1.5925468347606988,3.0934804783447346e-06,262714.4984592377,882531.7853155948,3.745653789353404,34.04036320513518,0.5923417515106059,2.324269302796291,317346.01648750674,3316.661461727433,441.2488933716531,26870.67184997375,1118.0593184899872,6836.303597027035,0.38751956462579845,0.4943637871045547,0.4831559272550496,0.2697745321324553,0.962812634215106,1.1947201377816419,4290.10754330943,225261.27501057438,1.9012254901960783,0.000639559147479189,14408.707837911265,0.0006196081761614506,13579.305571324254,1.0,19796.558206488982,60198.338678881046,18556.884939167667,8.354722382586479,8.006563437051026,6.690893087513201,-1.81927982218612,14.749084347937519,-2.636133850849419,22.63525824560213,-3.0765802278904038,0.23484293465588302,-180726.34342982477,0.01707106618431531,0.817536417922055,790.3273504548097,0.0005679437940378244,13998.205919781103,0.0001325440667770077,3196.2487411578722,-57.17588320245497,-97114.74716931977,1.0897949634511742e-06,4.907306461491844e-06,-7.09723786450655,Sekar Duren
